report_id,report_date,location,report_type,report_text,hazard_category,sif_precursor,severity,risk_score,recommended_action
OIL-SAF-02137,2025-09-22,Storage Area,Unsafe Act,person stood too close to suspended load during routine maintenance at the storage area.,Lifting,No,Low,53,Immediate intervention required
OIL-SAF-01066,2025-04-13,Loading Area,Unsafe Act,work area contained an obstruction during equipment maintenance at the loading area. No immediate injury was reported.,Housekeeping,No,Low,35,Corrective action and follow-up required
OIL-SAF-04961,2025-06-05,Production Unit,Unsafe Condition,lockout tagout was not applied before maintenance during loading/unloading at the production unit. Immediate corrective action was initiated.,Energy Isolation,Yes,Medium,58,Stop activity and correct hazard
OIL-SAF-02622,2025-09-01,Maintenance Area,Unsafe Condition,equipment was isolated incorrectly during loading/unloading at the maintenance area. Immediate corrective action was initiated.,Energy Isolation,Yes,Critical,64,Immediate intervention required
OIL-SAF-00078,2026-08-13,Storage Area,Unsafe Condition,worker was working at height without fall protection during contractor activity at the storage area.,Working at Height,Yes,Medium,69,Corrective action and follow-up required
OIL-SAF-02899,2025-03-16,Workshop,Unsafe Act,operating procedure was not followed during routine maintenance at the workshop. Immediate corrective action was initiated.,Process Safety,Yes,High,77,Supervisor review required
OIL-SAF-01315,2026-08-16,Gas Processing Plant,Unsafe Act,operating procedure was not followed during inspection at the gas processing plant.,Process Safety,Yes,Critical,99,Stop activity and correct hazard
OIL-SAF-04373,2026-04-30,Gas Processing Plant,Near Miss,hot work was performed without adequate fire protection during equipment maintenance at the gas processing plant.,Fire/Explosion,No,Low,53,Immediate intervention required
OIL-SAF-00873,2026-03-31,Storage Area,Unsafe Act,pressure relief system was bypassed during contractor activity at the storage area. Immediate corrective action was initiated.,Pressure,Yes,High,57,Stop activity and correct hazard
OIL-SAF-03851,2025-09-30,Maintenance Area,Near Miss,entered tank without permit during loading/unloading at the maintenance area. Immediate corrective action was initiated.,Confined Space,Yes,High,88,Inspect area and implement controls
OIL-SAF-04788,2026-04-23,Maintenance Area,Near Miss,hot work was performed without adequate fire protection during loading/unloading at the maintenance area.,Fire/Explosion,Yes,High,92,Stop activity and correct hazard
OIL-SAF-02966,2026-04-04,Pipeline Area,Unsafe Condition,hot work was performed without adequate fire protection during loading/unloading at the pipeline area.,Fire/Explosion,Yes,High,92,Immediate intervention required
OIL-SAF-03392,2025-10-26,Pipeline Area,Unsafe Condition,pressurized equipment was opened without depressurization during inspection at the pipeline area. Immediate corrective action was initiated.,Pressure,Yes,Critical,71,Stop activity and correct hazard
OIL-SAF-02561,2026-03-08,Refinery,Unsafe Act,technician used ladder without proper fall protection during equipment maintenance at the refinery.,Working at Height,Yes,High,73,Immediate intervention required
OIL-SAF-04897,2026-01-25,Pipeline Area,Unsafe Condition,electrical panel was opened without isolation during plant operation at the pipeline area. Immediate corrective action was initiated.,Electrical,Yes,High,57,Immediate intervention required
OIL-SAF-02636,2025-06-13,Production Unit,Unsafe Condition,worker was working at height without fall protection during routine maintenance at the production unit. Immediate corrective action was initiated.,Working at Height,Yes,High,58,Stop activity and correct hazard
OIL-SAF-03531,2025-11-17,Gas Processing Plant,Near Miss,hot work was performed without adequate fire protection during equipment maintenance at the gas processing plant. Immediate corrective action was initiated.,Fire/Explosion,Yes,High,62,Corrective action and follow-up required
OIL-SAF-00376,2025-11-18,Workshop,Unsafe Condition,entered tank without permit during routine maintenance at the workshop. Immediate corrective action was initiated.,Confined Space,Yes,High,57,Immediate intervention required
OIL-SAF-01909,2025-09-26,Production Unit,Near Miss,alarm was ignored during process operation during equipment maintenance at the production unit.,Process Safety,No,Low,45,Corrective action and follow-up required
OIL-SAF-04333,2026-05-23,Pipeline Area,Near Miss,critical safety barrier was bypassed during plant operation at the pipeline area.,Process Safety,Yes,High,55,Supervisor review required
OIL-SAF-04380,2026-03-07,Loading Area,Unsafe Act,worker started maintenance without verifying zero energy during plant operation at the loading area. Immediate corrective action was initiated.,Energy Isolation,Yes,High,69,Inspect area and implement controls
OIL-SAF-04028,2025-04-27,Workshop,Unsafe Condition,operating procedure was not followed during inspection at the workshop. Immediate corrective action was initiated.,Process Safety,Yes,Medium,56,Immediate intervention required
OIL-SAF-01605,2025-05-07,Production Unit,Unsafe Act,work area contained an obstruction during loading/unloading at the production unit. Immediate corrective action was initiated.,Housekeeping,Yes,Critical,84,Corrective action and follow-up required
OIL-SAF-01119,2025-01-08,Gas Processing Plant,Near Miss,worker handled hazardous chemical without required protection during routine maintenance at the gas processing plant. No immediate injury was reported.,Chemical Exposure,No,Low,37,Corrective action and follow-up required
OIL-SAF-03678,2026-05-19,Workshop,Unsafe Condition,worker stood within equipment blind spot during plant operation at the workshop. Immediate corrective action was initiated.,Heavy Equipment,Yes,Critical,87,Immediate intervention required
OIL-SAF-03491,2026-08-07,Loading Area,Unsafe Act,improper lifting technique was observed during loading/unloading at the loading area.,Lifting,Yes,Medium,88,Stop activity and correct hazard
OIL-SAF-04865,2025-05-14,Storage Area,Near Miss,technician used ladder without proper fall protection during inspection at the storage area.,Working at Height,No,Low,5,Stop activity and correct hazard
OIL-SAF-02959,2026-02-18,Refinery,Unsafe Act,equipment was isolated incorrectly during loading/unloading at the refinery. Immediate corrective action was initiated.,Energy Isolation,Yes,Critical,92,Inspect area and implement controls
OIL-SAF-01995,2026-04-11,Production Unit,Near Miss,operating procedure was not followed during equipment maintenance at the production unit. No immediate injury was reported.,Process Safety,No,Medium,53,Immediate intervention required
OIL-SAF-04956,2025-05-27,Refinery,Unsafe Condition,stored energy was not released before maintenance during inspection at the refinery. Immediate corrective action was initiated.,Energy Isolation,Yes,High,79,Corrective action and follow-up required
OIL-SAF-04356,2026-03-27,Gas Processing Plant,Near Miss,chemical transfer was performed without proper controls during routine maintenance at the gas processing plant.,Chemical Exposure,No,Low,54,Immediate intervention required
OIL-SAF-02377,2026-06-11,Loading Area,Near Miss,worker was not wearing helmet during contractor activity at the loading area. No immediate injury was reported.,PPE,No,Low,33,Immediate intervention required
OIL-SAF-01343,2025-03-14,Pipeline Area,Near Miss,worker was not wearing helmet during contractor activity at the pipeline area.,PPE,Yes,Critical,63,Immediate intervention required
OIL-SAF-00321,2026-01-01,Workshop,Near Miss,damaged electrical cable was found in work area during contractor activity at the workshop.,Electrical,Yes,High,90,Stop activity and correct hazard
OIL-SAF-01620,2026-04-04,Refinery,Unsafe Condition,hot work was performed without adequate fire protection during routine maintenance at the refinery.,Fire/Explosion,Yes,High,90,Stop activity and correct hazard
OIL-SAF-03714,2026-06-08,Gas Processing Plant,Unsafe Condition,entered tank without permit during equipment maintenance at the gas processing plant.,Confined Space,Yes,Critical,89,Stop activity and correct hazard
OIL-SAF-02061,2025-11-28,Pipeline Area,Unsafe Act,crane load was moved over personnel during contractor activity at the pipeline area. Immediate corrective action was initiated.,Heavy Equipment,Yes,Critical,94,Stop activity and correct hazard
OIL-SAF-02220,2025-08-02,Pipeline Area,Unsafe Condition,damaged electrical cable was found in work area during routine maintenance at the pipeline area. Immediate corrective action was initiated.,Electrical,Yes,High,81,Inspect area and implement controls
OIL-SAF-01674,2025-06-18,Loading Area,Near Miss,improper lifting technique was observed during equipment maintenance at the loading area.,Lifting,No,Low,12,Immediate intervention required
OIL-SAF-00261,2025-05-18,Gas Processing Plant,Near Miss,worker started maintenance without verifying zero energy during loading/unloading at the gas processing plant. Immediate corrective action was initiated.,Energy Isolation,Yes,Critical,74,Inspect area and implement controls
OIL-SAF-04418,2026-01-06,Refinery,Unsafe Act,equipment was isolated incorrectly during loading/unloading at the refinery.,Energy Isolation,Yes,High,97,Supervisor review required
OIL-SAF-02040,2026-08-15,Refinery,Near Miss,worker was not wearing helmet during plant operation at the refinery. Immediate corrective action was initiated.,PPE,Yes,High,90,Immediate intervention required
OIL-SAF-00902,2025-07-28,Workshop,Unsafe Condition,lifting operation was conducted without proper rigging during contractor activity at the workshop. Immediate corrective action was initiated.,Lifting,Yes,High,82,Immediate intervention required
OIL-SAF-03745,2025-08-29,Refinery,Unsafe Act,lockout tagout was not applied before maintenance during plant operation at the refinery. Immediate corrective action was initiated.,Energy Isolation,Yes,High,91,Immediate intervention required
OIL-SAF-02027,2025-07-05,Storage Area,Near Miss,work area contained an obstruction during loading/unloading at the storage area. No immediate injury was reported.,Housekeeping,No,Low,25,Corrective action and follow-up required
OIL-SAF-01918,2025-10-06,Maintenance Area,Near Miss,person worked near an unprotected edge during plant operation at the maintenance area. Immediate corrective action was initiated.,Working at Height,Yes,High,98,Immediate intervention required
OIL-SAF-01829,2026-06-12,Workshop,Unsafe Condition,maintenance was performed without electrical lockout during loading/unloading at the workshop.,Electrical,Yes,High,60,Stop activity and correct hazard
OIL-SAF-01574,2025-07-29,Refinery,Unsafe Condition,maintenance was performed without electrical lockout during routine maintenance at the refinery. Immediate corrective action was initiated.,Electrical,Yes,High,63,Inspect area and implement controls
OIL-SAF-04395,2025-07-15,Loading Area,Unsafe Condition,vehicle and pedestrian routes were not segregated during routine maintenance at the loading area. Immediate corrective action was initiated.,Heavy Equipment,Yes,High,61,Immediate intervention required
OIL-SAF-04209,2025-03-06,Storage Area,Unsafe Act,required PPE was not worn during plant operation at the storage area. No immediate injury was reported.,PPE,No,Low,18,Immediate intervention required
OIL-SAF-00225,2026-03-04,Drilling Site,Near Miss,pressurized equipment was opened without depressurization during loading/unloading at the drilling site. Immediate corrective action was initiated.,Pressure,Yes,Medium,90,Inspect area and implement controls
OIL-SAF-00724,2026-06-22,Drilling Site,Near Miss,worker started maintenance without verifying zero energy during loading/unloading at the drilling site. Immediate corrective action was initiated.,Energy Isolation,Yes,Critical,86,Immediate intervention required
OIL-SAF-04486,2026-01-22,Maintenance Area,Unsafe Condition,alarm was ignored during process operation during inspection at the maintenance area.,Process Safety,Yes,Critical,65,Immediate intervention required
OIL-SAF-01142,2025-09-11,Refinery,Unsafe Condition,person worked near an unprotected edge during contractor activity at the refinery.,Working at Height,Yes,High,69,Immediate intervention required
OIL-SAF-02763,2026-07-24,Storage Area,Near Miss,flammable material was stored near ignition source during equipment maintenance at the storage area. Immediate corrective action was initiated.,Fire/Explosion,Yes,High,80,Inspect area and implement controls
OIL-SAF-00847,2026-01-19,Drilling Site,Unsafe Condition,entered confined space without gas testing during routine maintenance at the drilling site. Immediate corrective action was initiated.,Confined Space,Yes,Critical,94,Supervisor review required
OIL-SAF-02552,2026-08-01,Drilling Site,Unsafe Act,worker stood within equipment blind spot during routine maintenance at the drilling site. Immediate corrective action was initiated.,Heavy Equipment,Yes,High,67,Supervisor review required
OIL-SAF-02929,2025-07-19,Maintenance Area,Unsafe Condition,person stood too close to suspended load during loading/unloading at the maintenance area. Immediate corrective action was initiated.,Lifting,Yes,High,87,Inspect area and implement controls
OIL-SAF-00118,2025-05-14,Production Unit,Unsafe Act,damaged electrical cable was found in work area during contractor activity at the production unit.,Electrical,No,Low,11,Corrective action and follow-up required
OIL-SAF-00646,2025-10-22,Gas Processing Plant,Unsafe Act,flammable material was stored near ignition source during equipment maintenance at the gas processing plant. Immediate corrective action was initiated.,Fire/Explosion,Yes,Critical,95,Supervisor review required
OIL-SAF-00004,2025-02-14,Production Unit,Unsafe Act,hot work was performed without adequate fire protection during loading/unloading at the production unit. Immediate corrective action was initiated.,Fire/Explosion,Yes,High,77,Supervisor review required
OIL-SAF-04171,2026-02-19,Refinery,Unsafe Act,crane load was moved over personnel during loading/unloading at the refinery. Immediate corrective action was initiated.,Heavy Equipment,Yes,High,76,Stop activity and correct hazard
OIL-SAF-00468,2026-04-13,Workshop,Near Miss,chemical transfer was performed without proper controls during inspection at the workshop. Immediate corrective action was initiated.,Chemical Exposure,Yes,Critical,89,Corrective action and follow-up required
OIL-SAF-00006,2026-01-09,Production Unit,Unsafe Condition,lifting operation was conducted without proper rigging during plant operation at the production unit.,Lifting,No,Medium,29,Stop activity and correct hazard
OIL-SAF-00920,2025-09-14,Loading Area,Unsafe Act,worker handled hazardous chemical without required protection during equipment maintenance at the loading area. Immediate corrective action was initiated.,Chemical Exposure,Yes,High,62,Stop activity and correct hazard
OIL-SAF-02596,2025-12-01,Drilling Site,Unsafe Condition,materials were stacked unsafely during plant operation at the drilling site.,Housekeeping,No,Medium,45,Supervisor review required
OIL-SAF-01064,2025-07-08,Workshop,Near Miss,chemical container was leaking without containment during equipment maintenance at the workshop. Immediate corrective action was initiated.,Chemical Exposure,Yes,Critical,74,Stop activity and correct hazard
OIL-SAF-02591,2025-07-20,Workshop,Near Miss,chemical transfer was performed without proper controls during routine maintenance at the workshop.,Chemical Exposure,No,Low,46,Immediate intervention required
OIL-SAF-00243,2026-01-25,Production Unit,Unsafe Condition,worker stood within equipment blind spot during loading/unloading at the production unit. Immediate corrective action was initiated.,Heavy Equipment,Yes,High,70,Stop activity and correct hazard
OIL-SAF-01161,2025-05-31,Workshop,Near Miss,safety goggles were missing during inspection at the workshop. No immediate injury was reported.,PPE,No,Low,19,Stop activity and correct hazard
OIL-SAF-02871,2025-06-07,Refinery,Unsafe Condition,pressurized equipment was opened without depressurization during equipment maintenance at the refinery.,Pressure,Yes,Critical,76,Stop activity and correct hazard
OIL-SAF-03736,2025-06-21,Gas Processing Plant,Unsafe Condition,work area contained an obstruction during inspection at the gas processing plant.,Housekeeping,No,Low,24,Immediate intervention required
OIL-SAF-02398,2026-04-28,Refinery,Unsafe Condition,gas leak was detected near an ignition source during plant operation at the refinery.,Fire/Explosion,No,Medium,24,Inspect area and implement controls
OIL-SAF-03518,2026-05-25,Maintenance Area,Unsafe Condition,person worked near an unprotected edge during plant operation at the maintenance area.,Working at Height,Yes,High,73,Immediate intervention required
OIL-SAF-03422,2026-02-06,Workshop,Near Miss,chemical container was leaking without containment during routine maintenance at the workshop.,Chemical Exposure,No,Medium,28,Stop activity and correct hazard
OIL-SAF-02564,2026-06-04,Workshop,Near Miss,chemical transfer was performed without proper controls during inspection at the workshop. No immediate injury was reported.,Chemical Exposure,No,Medium,18,Corrective action and follow-up required
OIL-SAF-01606,2025-11-27,Production Unit,Unsafe Act,entered tank without permit during inspection at the production unit. Immediate corrective action was initiated.,Confined Space,Yes,High,68,Stop activity and correct hazard
OIL-SAF-04829,2025-01-15,Refinery,Near Miss,person stood too close to suspended load during plant operation at the refinery. Immediate corrective action was initiated.,Lifting,Yes,Critical,93,Immediate intervention required
OIL-SAF-02325,2025-09-05,Production Unit,Unsafe Act,vehicle and pedestrian routes were not segregated during plant operation at the production unit. Immediate corrective action was initiated.,Heavy Equipment,Yes,High,93,Stop activity and correct hazard
OIL-SAF-02710,2026-03-08,Production Unit,Near Miss,flammable material was stored near ignition source during plant operation at the production unit. Immediate corrective action was initiated.,Fire/Explosion,Yes,High,69,Immediate intervention required
OIL-SAF-04399,2026-07-26,Drilling Site,Unsafe Act,materials were stacked unsafely during loading/unloading at the drilling site.,Housekeeping,No,Low,6,Corrective action and follow-up required
OIL-SAF-01313,2026-06-16,Pipeline Area,Unsafe Condition,confined-space entry permit was missing during equipment maintenance at the pipeline area. Immediate corrective action was initiated.,Confined Space,Yes,Critical,67,Corrective action and follow-up required
OIL-SAF-03449,2025-07-17,Maintenance Area,Unsafe Act,oil spill was observed on walking surface during loading/unloading at the maintenance area.,Housekeeping,No,Low,52,Inspect area and implement controls
OIL-SAF-03813,2025-01-05,Refinery,Near Miss,person stood too close to suspended load during loading/unloading at the refinery. Immediate corrective action was initiated.,Lifting,Yes,Critical,70,Supervisor review required
OIL-SAF-04656,2025-06-26,Gas Processing Plant,Unsafe Act,safety goggles were missing during plant operation at the gas processing plant.,PPE,No,Medium,21,Stop activity and correct hazard
OIL-SAF-02363,2026-07-16,Drilling Site,Unsafe Condition,safety goggles were missing during loading/unloading at the drilling site.,PPE,No,Low,26,Immediate intervention required
OIL-SAF-01976,2025-09-08,Storage Area,Near Miss,entered tank without permit during equipment maintenance at the storage area. Immediate corrective action was initiated.,Confined Space,Yes,Critical,92,Supervisor review required
OIL-SAF-03515,2025-01-23,Refinery,Near Miss,worker was working at height without fall protection during routine maintenance at the refinery.,Working at Height,Yes,High,97,Corrective action and follow-up required
OIL-SAF-01762,2025-09-22,Workshop,Near Miss,person worked near an unprotected edge during loading/unloading at the workshop. No immediate injury was reported.,Working at Height,No,Medium,9,Corrective action and follow-up required
OIL-SAF-02740,2025-04-01,Workshop,Unsafe Act,technician used ladder without proper fall protection during plant operation at the workshop.,Working at Height,No,Low,10,Stop activity and correct hazard
OIL-SAF-04845,2025-03-12,Storage Area,Unsafe Condition,improper lifting technique was observed during inspection at the storage area. Immediate corrective action was initiated.,Lifting,Yes,Critical,72,Supervisor review required
OIL-SAF-02473,2025-04-16,Pipeline Area,Near Miss,confined-space entry permit was missing during loading/unloading at the pipeline area. Immediate corrective action was initiated.,Confined Space,Yes,High,99,Immediate intervention required
OIL-SAF-04008,2026-02-18,Pipeline Area,Near Miss,improper lifting technique was observed during contractor activity at the pipeline area.,Lifting,No,Low,16,Immediate intervention required
OIL-SAF-01494,2026-06-09,Pipeline Area,Unsafe Condition,worked inside vessel without atmospheric monitoring during loading/unloading at the pipeline area. No immediate injury was reported.,Confined Space,No,Medium,9,Corrective action and follow-up required
OIL-SAF-04207,2025-10-14,Refinery,Near Miss,worker entered the operating area of heavy equipment during inspection at the refinery. Immediate corrective action was initiated.,Heavy Equipment,Yes,High,59,Stop activity and correct hazard
OIL-SAF-02159,2025-03-04,Workshop,Unsafe Condition,worker started maintenance without verifying zero energy during equipment maintenance at the workshop.,Energy Isolation,Yes,High,69,Stop activity and correct hazard
OIL-SAF-01170,2025-03-05,Gas Processing Plant,Near Miss,entered tank without permit during routine maintenance at the gas processing plant. Immediate corrective action was initiated.,Confined Space,Yes,High,81,Inspect area and implement controls
OIL-SAF-04517,2026-07-14,Drilling Site,Unsafe Act,chemical transfer was performed without proper controls during routine maintenance at the drilling site. Immediate corrective action was initiated.,Chemical Exposure,Yes,Critical,79,Stop activity and correct hazard
OIL-SAF-00233,2026-05-27,Pipeline Area,Unsafe Condition,person worked near an unprotected edge during contractor activity at the pipeline area. Immediate corrective action was initiated.,Working at Height,Yes,Medium,55,Supervisor review required
OIL-SAF-00067,2026-04-10,Loading Area,Unsafe Condition,load was unstable during lifting during plant operation at the loading area. Immediate corrective action was initiated.,Lifting,Yes,High,90,Inspect area and implement controls
OIL-SAF-01604,2025-05-06,Storage Area,Unsafe Act,oil leakage was observed near hot equipment during plant operation at the storage area.,Fire/Explosion,Yes,High,92,Supervisor review required
OIL-SAF-03284,2025-03-25,Maintenance Area,Unsafe Condition,worker entered the operating area of heavy equipment during routine maintenance at the maintenance area.,Heavy Equipment,Yes,High,62,Inspect area and implement controls
OIL-SAF-03597,2026-01-08,Gas Processing Plant,Near Miss,operating procedure was not followed during inspection at the gas processing plant. Immediate corrective action was initiated.,Process Safety,Yes,High,75,Immediate intervention required
OIL-SAF-00126,2025-11-12,Pipeline Area,Unsafe Condition,critical safety barrier was bypassed during equipment maintenance at the pipeline area. Immediate corrective action was initiated.,Process Safety,Yes,Critical,92,Immediate intervention required
OIL-SAF-01297,2026-01-07,Drilling Site,Unsafe Condition,materials were stacked unsafely during loading/unloading at the drilling site.,Housekeeping,No,Low,51,Stop activity and correct hazard
OIL-SAF-01977,2025-07-04,Pipeline Area,Near Miss,lifting operation was conducted without proper rigging during contractor activity at the pipeline area.,Lifting,Yes,High,73,Immediate intervention required
OIL-SAF-04518,2025-01-20,Storage Area,Unsafe Act,critical safety barrier was bypassed during contractor activity at the storage area. Immediate corrective action was initiated.,Process Safety,Yes,Critical,93,Corrective action and follow-up required
OIL-SAF-04482,2025-10-26,Loading Area,Unsafe Condition,work area contained an obstruction during plant operation at the loading area.,Housekeeping,No,Low,32,Immediate intervention required
OIL-SAF-02076,2026-05-02,Maintenance Area,Unsafe Act,lifting operation was conducted without proper rigging during contractor activity at the maintenance area.,Lifting,Yes,High,92,Stop activity and correct hazard
OIL-SAF-03087,2026-07-09,Pipeline Area,Unsafe Condition,damaged electrical cable was found in work area during loading/unloading at the pipeline area. Immediate corrective action was initiated.,Electrical,Yes,High,96,Corrective action and follow-up required
OIL-SAF-04346,2025-06-05,Storage Area,Unsafe Act,worker entered the operating area of heavy equipment during routine maintenance at the storage area.,Heavy Equipment,Yes,High,94,Stop activity and correct hazard
OIL-SAF-03346,2026-02-16,Drilling Site,Unsafe Act,poor housekeeping created a slip hazard during loading/unloading at the drilling site.,Housekeeping,No,Low,13,Supervisor review required
OIL-SAF-04465,2025-06-05,Drilling Site,Near Miss,technician used ladder without proper fall protection during equipment maintenance at the drilling site.,Working at Height,Yes,High,67,Corrective action and follow-up required
OIL-SAF-02798,2025-01-02,Pipeline Area,Unsafe Act,improper lifting technique was observed during contractor activity at the pipeline area. Immediate corrective action was initiated.,Lifting,Yes,High,96,Inspect area and implement controls
OIL-SAF-00919,2025-04-14,Maintenance Area,Unsafe Condition,confined-space entry permit was missing during equipment maintenance at the maintenance area. Immediate corrective action was initiated.,Confined Space,Yes,Medium,66,Supervisor review required
OIL-SAF-01647,2026-02-10,Refinery,Near Miss,crane load was moved over personnel during plant operation at the refinery. Immediate corrective action was initiated.,Heavy Equipment,Yes,High,92,Inspect area and implement controls
OIL-SAF-00365,2025-02-19,Refinery,Near Miss,technician used ladder without proper fall protection during loading/unloading at the refinery. Immediate corrective action was initiated.,Working at Height,Yes,High,89,Immediate intervention required
OIL-SAF-03288,2026-02-28,Workshop,Near Miss,crane load was moved over personnel during plant operation at the workshop.,Heavy Equipment,Yes,Critical,99,Immediate intervention required
OIL-SAF-02126,2026-07-15,Drilling Site,Unsafe Condition,hot work was performed without adequate fire protection during contractor activity at the drilling site.,Fire/Explosion,Yes,High,81,Stop activity and correct hazard
OIL-SAF-04124,2025-07-26,Maintenance Area,Unsafe Act,worker entered the operating area of heavy equipment during equipment maintenance at the maintenance area. No immediate injury was reported.,Heavy Equipment,No,Low,50,Inspect area and implement controls
OIL-SAF-00526,2025-02-10,Refinery,Unsafe Condition,person worked near an unprotected edge during equipment maintenance at the refinery.,Working at Height,No,Low,39,Corrective action and follow-up required
OIL-SAF-00056,2026-01-24,Maintenance Area,Unsafe Act,worker handled hazardous chemical without required protection during plant operation at the maintenance area.,Chemical Exposure,Yes,High,75,Inspect area and implement controls
OIL-SAF-00639,2025-10-12,Production Unit,Unsafe Condition,gas leak was detected near an ignition source during loading/unloading at the production unit. Immediate corrective action was initiated.,Fire/Explosion,Yes,High,67,Stop activity and correct hazard
OIL-SAF-00303,2025-12-01,Maintenance Area,Unsafe Act,pressure relief system was bypassed during contractor activity at the maintenance area.,Pressure,Yes,High,80,Inspect area and implement controls
OIL-SAF-02767,2026-07-19,Pipeline Area,Unsafe Condition,person stood too close to suspended load during equipment maintenance at the pipeline area. No immediate injury was reported.,Lifting,No,Low,44,Stop activity and correct hazard
OIL-SAF-01277,2026-07-07,Refinery,Near Miss,worker handled hazardous chemical without required protection during inspection at the refinery. Immediate corrective action was initiated.,Chemical Exposure,Yes,High,71,Inspect area and implement controls
OIL-SAF-02056,2025-01-08,Pipeline Area,Near Miss,poor housekeeping created a slip hazard during loading/unloading at the pipeline area. No immediate injury was reported.,Housekeeping,No,Low,20,Inspect area and implement controls
OIL-SAF-03645,2025-06-06,Drilling Site,Near Miss,worker was working at height without fall protection during contractor activity at the drilling site. Immediate corrective action was initiated.,Working at Height,Yes,Critical,74,Stop activity and correct hazard
OIL-SAF-04144,2026-05-21,Refinery,Near Miss,oil leakage was observed near hot equipment during equipment maintenance at the refinery.,Fire/Explosion,Yes,Medium,81,Immediate intervention required
OIL-SAF-02879,2026-04-27,Loading Area,Near Miss,lockout tagout was not applied before maintenance during contractor activity at the loading area. Immediate corrective action was initiated.,Energy Isolation,Yes,Medium,74,Supervisor review required
OIL-SAF-04203,2025-10-02,Workshop,Near Miss,materials were stacked unsafely during contractor activity at the workshop.,Housekeeping,No,Low,37,Corrective action and follow-up required
OIL-SAF-02287,2025-09-02,Refinery,Unsafe Condition,worker was working at height without fall protection during plant operation at the refinery. No immediate injury was reported.,Working at Height,No,Low,54,Stop activity and correct hazard
OIL-SAF-02262,2025-12-30,Pipeline Area,Unsafe Act,maintenance was performed without electrical lockout during plant operation at the pipeline area. Immediate corrective action was initiated.,Electrical,Yes,Critical,99,Stop activity and correct hazard
OIL-SAF-02297,2025-02-13,Workshop,Unsafe Condition,critical safety barrier was bypassed during loading/unloading at the workshop. Immediate corrective action was initiated.,Process Safety,Yes,Critical,93,Corrective action and follow-up required
OIL-SAF-01754,2025-12-31,Refinery,Unsafe Condition,electrical panel was opened without isolation during inspection at the refinery. Immediate corrective action was initiated.,Electrical,Yes,High,79,Corrective action and follow-up required
OIL-SAF-01969,2025-10-24,Drilling Site,Unsafe Act,required PPE was not worn during inspection at the drilling site. No immediate injury was reported.,PPE,No,Low,39,Inspect area and implement controls
OIL-SAF-04352,2025-10-19,Workshop,Unsafe Condition,worker was working at height without fall protection during routine maintenance at the workshop. Immediate corrective action was initiated.,Working at Height,Yes,High,67,Supervisor review required
OIL-SAF-03118,2025-11-27,Pipeline Area,Unsafe Act,safety goggles were missing during contractor activity at the pipeline area.,PPE,No,Low,6,Stop activity and correct hazard
OIL-SAF-02394,2026-05-26,Workshop,Unsafe Act,worker started maintenance without verifying zero energy during plant operation at the workshop. Immediate corrective action was initiated.,Energy Isolation,Yes,High,62,Inspect area and implement controls
OIL-SAF-00524,2026-03-14,Workshop,Unsafe Act,flammable material was stored near ignition source during equipment maintenance at the workshop.,Fire/Explosion,No,Low,25,Supervisor review required
OIL-SAF-03901,2025-08-26,Storage Area,Near Miss,entered tank without permit during contractor activity at the storage area.,Confined Space,Yes,Critical,80,Corrective action and follow-up required
OIL-SAF-03123,2025-10-30,Pipeline Area,Unsafe Condition,worker started maintenance without verifying zero energy during loading/unloading at the pipeline area.,Energy Isolation,Yes,High,99,Inspect area and implement controls
OIL-SAF-04157,2025-02-04,Refinery,Unsafe Act,safety gloves were not used during routine maintenance at the refinery. Immediate corrective action was initiated.,PPE,Yes,Critical,95,Inspect area and implement controls
OIL-SAF-01970,2025-12-05,Maintenance Area,Unsafe Act,worker stood within equipment blind spot during loading/unloading at the maintenance area. Immediate corrective action was initiated.,Heavy Equipment,Yes,High,87,Immediate intervention required
OIL-SAF-00672,2025-02-03,Production Unit,Unsafe Condition,entered confined space without gas testing during equipment maintenance at the production unit. Immediate corrective action was initiated.,Confined Space,Yes,High,79,Stop activity and correct hazard
OIL-SAF-04189,2026-02-03,Workshop,Unsafe Condition,vehicle and pedestrian routes were not segregated during routine maintenance at the workshop. Immediate corrective action was initiated.,Heavy Equipment,Yes,Critical,91,Stop activity and correct hazard
OIL-SAF-00667,2026-05-27,Drilling Site,Unsafe Condition,equipment was isolated incorrectly during inspection at the drilling site.,Energy Isolation,Yes,Critical,62,Inspect area and implement controls
OIL-SAF-04339,2026-04-07,Gas Processing Plant,Unsafe Act,operating procedure was not followed during routine maintenance at the gas processing plant.,Process Safety,Yes,High,97,Stop activity and correct hazard
OIL-SAF-01888,2025-01-09,Maintenance Area,Unsafe Act,person worked near an unprotected edge during plant operation at the maintenance area. Immediate corrective action was initiated.,Working at Height,Yes,High,73,Corrective action and follow-up required
OIL-SAF-03267,2026-06-20,Storage Area,Unsafe Act,hot work was performed without adequate fire protection during routine maintenance at the storage area. Immediate corrective action was initiated.,Fire/Explosion,Yes,High,57,Corrective action and follow-up required
OIL-SAF-00281,2025-05-27,Gas Processing Plant,Unsafe Condition,stored energy was not released before maintenance during contractor activity at the gas processing plant.,Energy Isolation,Yes,Critical,63,Immediate intervention required
OIL-SAF-01720,2025-03-04,Gas Processing Plant,Near Miss,technician used ladder without proper fall protection during routine maintenance at the gas processing plant. Immediate corrective action was initiated.,Working at Height,Yes,High,72,Supervisor review required
